key,durations
<ctrl_l><ctrl_l><enter>,"[17581.354,15944.1497]"
<ctrl_l><ctrl_l><esc>,[62.561]
<ctrl_l><ctrl_l><page_down>,"[4235.5935,27089.7576]"
<ctrl_l><ctrl_l><page_up>,[29316.4475]
<ctrl_l><ctrl_l><right>,[40.3906]
<ctrl_l><ctrl_l><shift>,"[4.103,1121.1394,256.6592,7.811,18109.0176,15482.2703,428.322,1620.1057,27978.4436,4.4177,50732.7478,3.3635,2.9946,3.2139,1032.176,26.6963,2.2578,58886.697,20087.0884,11298.2073,70.8303,25577.4941,93.8044]"
<ctrl_l><ctrl_l><space>,[19417.7729]
<ctrl_l><ctrl_l>b,[28099.3083]
<ctrl_l><ctrl_l>c,"[4.7827,1456255.8225]"
<ctrl_l><ctrl_l>f,[10702.4612]
<ctrl_l><ctrl_l>m,[8382.9688]
<ctrl_l><enter><shift>,"[18635.1008,16280.002]"
<ctrl_l><esc><alt_l>,[2172.9312]
<ctrl_l><esc><ctrl_l>,"[6745.9502,7361.835,6725.1628]"
<ctrl_l><esc><shift>,[3112.0142]
<ctrl_l><home>8,[18025.2776]
<ctrl_l><left><left>,[278.0242]
<ctrl_l><page_down><page_down>,"[27561.8545,82970.3083,7344.8948]"
<ctrl_l><page_up><page_up>,[29896.1318]
<ctrl_l><right><right>,[201.7175]
<ctrl_l><shift>,[91.1243]
<ctrl_l><shift>,"[31.532,36.9209,234.8508,13.5803,166.9993,169.7935]"
<ctrl_l><shift>,"[436.6609,8.4468,14.2051]"
<ctrl_l><shift>,[208.0293]
<ctrl_l><shift>,"[352.0483,547.4138,266.0718]"
<ctrl_l><shift><esc>,"[277.9673,307.8333,161.1438,284.9297,44.4866,106.2043,267.5278,273.9336,210.4451,471.8967,169.5457,50.3821,306.0342,90.5298,110.9053,137.0605,217.8066,138.968,66184.0082]"
<ctrl_l><shift><shift>,"[3.7612,125.7593,4.3584,30.2207,256.6506,611.4663,4.3003,27.448,428.4373,1121.1792,908.9316,548.5183,2.5439,150121.802,120.8948,675.1765,2.1367,4.0366]"
<ctrl_l><shift>b,[25539.4961]
<ctrl_l><shift>e,[15444.7874]
<ctrl_l><shift>i,"[11266.7373,18072.6265]"
<ctrl_l><shift>j,[51133.0876]
<ctrl_l><shift>p,[27948.3025]
<ctrl_l><shift>w,"[58857.4602,20058.811]"
<ctrl_l><space>6,[33610.9072]
<ctrl_l>ad,[442.5857]
<ctrl_l>be,[28206.8032]
<ctrl_l>ca,[866110.5354]
<ctrl_l>co,[80658.8777]
<ctrl_l>cä,[6.906]
<ctrl_l>f<ctrl_l>,[177692.0239]
<ctrl_l>gi,[256.7183]
<ctrl_l>mo,[8422.2878]
<ctrl_l>pr,[166215.6411]
<ctrl_r><ctrl_r><shift_r>,"[145.6257,116.8562]"
<ctrl_r><shift_r><shift_r>,"[116.8347,145.5544]"
"<delete>,<space>",[2192.937]
"<delete>,i",[70323.8564]
<delete>-w,[114512.4968]
<delete>1<enter>,[1538.3184]
<delete><0><ctrl_l>,[40656.8176]
<delete><104><tab>,[1562.2151]
<delete><98><96>,[386520.0623]
"<delete><backspace>,",[10975.0986]
<delete><backspace><backspace>,"[4187.9429,1697.3674,16926.1201,741.8638,4743.3647]"
<delete><backspace><delete>,[110607.9609]
<delete><backspace><f12>,[27783.3311]
<delete><backspace><page_down>,[31696.0117]
<delete><backspace>k,[741701.8459]
<delete><backspace>n,[11674.5225]
<delete><ctrl_l>,[427086.7957]
<delete><ctrl_l>,"[10549.4573,6707.2639,20819.6296,75999.677,87101.2903]"
<delete><ctrl_l>,[27504.7434]
<delete><ctrl_l>,"[1615.9038,50564.5627]"
<delete><ctrl_l>,"[4749.9021,3775.427,6593.05]"
<delete><ctrl_l><ctrl_l>,[125387.5645]
<delete><ctrl_l><shift>,[26492.5623]
<delete><delete><104>,[1354.8079]
<delete><delete><98>,[387058.6719]
<delete><delete><backspace>,"[19756.7024,4475.7617,3360.5615,727.8469,88771.4009,16915.6975,2043.3833]"
<delete><delete><ctrl_l>,"[31930.5339,23921.0132,71227.0437,4558.7368]"
<delete><delete><delete>,"[376.4949,480.7722,383.1846,887.0947,714.7214,579.1421,1466.5791,4121.8406,869.3699,6461.6926,391.8994,377.0117,396.8586,4853.7646,410.9729,557.1257,311.9595,358.3999,13252.8303,999.1401,13208.9753,437.8979,389.8137,346.8621,351.2676,423.7449,390.4531,328.572,423.6458,994.635,499.6055,425.4219,408.2268,10504.2388,1558.2891,6451.0959,978.6636,14499.6064,1399.0488,1307.0334,399.2224,417.8235,389.8123,357.5432,15010.1384,4847.7927,456.7339,871.1462,-1185.3349]"
<delete><delete><enter>,"[11722.6589,127905.137,6276.1858,11742.9011,3063.0652,787.5464]"
<delete><delete><page_down>,[7745.2783]
<delete><delete><shift>,"[150595.1257,681.0208,141771.7292,1036.7412]"
<delete><delete><space>,"[9952.9248,38277.9465]"
<delete><delete>c,[4929.7944]
<delete><delete>d,"[720.9333,1446.2634]"
<delete><delete>m,[57559.2485]
<delete><delete>n,[5903.2932]
<delete><delete>s,[4589.7185]
<delete><delete>u,[754.9666]
<delete><down><down>,[786.8425]
<delete><enter><ctrl_l>,[2993.0762]
<delete><enter><enter>,"[11734.0791,6754.9177]"
<delete><enter><shift>,"[122068.3535,3092.8621,130491.8801]"
<delete><enter><up>,[11617.6597]
<delete><enter>i,[135632.2878]
<delete><page_down><page_up>,[7788.2173]
<delete><shift>a,"[435.3918,8900.8291]"
<delete><shift>e,[62550.0984]
<delete><shift>f,[149599.4224]
<delete><shift>k,"[141255.0105,5593.2349,171434.7981]"
<delete><shift>m,[872.6184]
<delete><shift>p,[41780.752]
<delete><shift>s,[835.8862]
<delete><shift>v,[1049.0991]
<delete><space><shift>,"[9698.6416,23865.6089,299102.678,10387.0962,19722.321]"
<delete><space>u,"[38527.0156,15002.7454,317.9128]"
<delete><up><up>,[1706.6436]
<delete>cl,[3470.9358]
<delete>da,[1354.6726]
<delete>de,[207.3848]
<delete>hs,[1308.9292]
<delete>in,[2171.2056]
<delete>jn,[1148.2119]
<delete>kr,"[602.3909,1081.4673]"
<delete>mi,[57269.3838]
<delete>mu,[15813.0933]
<delete>n<backspace>,[15658.2722]
<delete>ny,[482154.1726]
<delete>o<space>,[36783.363]
<delete>sc,[1330371.2871]
<delete>so,[4131.7305]
<delete>un,[622.178]
<down>.<backspace>,[46551.7285]
<down>.<enter>,[65217.3931]
<down><backspace><enter>,[162041.97]
<down><ctrl_l>,"[10338.0872,3231.8911]"
<down><ctrl_l><alt_gr>,"[14773.7937,451.2168,15643.4678]"
<down><ctrl_l><backspace>,[5318.9685]
<down><ctrl_l><ctrl_l>,"[6637.3391,24099.5945,62796.8618]"
<down><down>.,[41874.572]
<down><down><backspace>,[156336.3467]
<down><down><ctrl_l>,"[62830.6311,6084.5486,24048.7581,3566.8599,6570.8245]"
<down><down><down>,"[1535.9514,60.2163,570.7361,725.2561,68.0298,428.1704,63.3811,63.2222,407.5237,450.6887,373.5249,815.6509,550.0305,68.49,253.4792,343.4661,68.2612,876.0042,78.6558,63.355,355.2866,291.146,793.3494,356.1377,411.5005,68.2478,61.7219,68.4546,60.3015,283.7217,68.3772,560.8062,1971.4065,304.9324,341.8569,478.7065,68.7524,475.325,335.9802,450.8313,59.6931,68.6028,294.4468,68.446,76.6792,62.7249,1908.2627,62.2744,68.5093,68.6921,77.5496,372.8994,62.1165,804.8801,552.665,292.895,786.3369,510.6221,62.498,68.4341,606.7554,944.9607,68.5657,324.0215,399.6135,397.0303,928.2375,68.9585,60.4597,68.2468,543.8076,76.2156,299.3196,61.8379,87217.8944,310704.2421,343432.2097,-468674.6209,-198626.8531]"
<down><down><end>,[774.0417]
<down><down><enter>,"[1272.4092,931.3501,791.9934,2435.084,1457.115,3435.1289,768.3447,776.4241,2369.5979,690.552,1045.8853,1721.1592,2099.0315,628.9846,3367.8704]"
<down><down><f2>,[1469.9888]
<down><down><page_down>,"[6184.7539,4802.0068]"
<down><down><page_up>,"[288.0081,7436.3828]"
<down><down><shift>,"[23182.7131,53061.0117,3607.7231,2536.4417,10260.0715,3058.7825]"
<down><down><space>,"[4134.9021,12437.6775,6706.3364]"
<down><down><up>,"[632.8647,612.6196]"
<down><down>n,"[1352.0696,684.2146]"
<down><down>w,[56814.7361]
"<down><end>,",[1942.1079]
<down><end>.,[9571.6104]
<down><end><enter>,"[717.6736,3208.7288]"
<down><end><shift>,[1249.5559]
<down><end><space>,[1620.012]
<down><enter><104>,[16781.9451]
<down><enter><98>,[107350.4341]
<down><enter><backspace>,[37668.8167]
<down><enter><ctrl_l>,"[244620.365,1837301.4854,145077.4426]"
<down><enter><enter>,"[2322.2847,508.4744,31312.9556,6767.9182,1281.8198]"
<down><enter><left>,[154564.9895]
<down><enter><right>,[6993.7336]
<down><enter><shift>,"[33129.2747,36129.7566,37659.8455]"
<down><enter><up>,[369810.2937]
<down><enter>a,"[81922.0029,138491.8921,122625.2488,7812.1135]"
<down><enter>b,"[11491.9465,3102.2617]"
<down><enter>h,[702864.9487]
<down><enter>o,[107572.4131]
<down><enter>p,[8101.022]
<down><enter>r,[21049.7026]
<down><enter>s,"[271442.4167,38677.4287]"
<down><enter>t,[353024.5127]
<down><enter>u,[72573.863]
<down><enter>w,[255706.1631]
<down><f2><left>,[1920.0129]
<down><home><end>,[4188.1165]
<down><home><shift>,"[705.116,2123.0471]"
<down><left><left>,"[774.9927,748.7036,658.1272,318.5547,534.6775]"
<down><page_down><page_down>,"[5784.7634,25909.0708,3265.5427,5187.8733,22580.0222,5960.5959]"
<down><page_down><page_up>,[6149.6416]
<down><page_up><page_down>,[1516.0386]
<down><page_up><page_up>,"[7335.6384,5907.999,390.8364]"
<down><right><right>,"[609.9932,2347.1641,525.385]"
<down><shift>),[563.2012]
<down><shift>a,[52719.5139]
<down><shift>b,[51639.9026]
<down><shift>e,[9026.9111]
<down><shift>f,[3121.8503]
<down><shift>i,"[2585.7219,2152.5059,767.5637]"
<down><shift>j,[6744.9238]
<down><shift>u,[9933.5864]
<down><shift>z,[22806.1226]
<down><space><shift>,"[45126.0154,3542.9458,1081.386,6856.6531,16628.0486]"
<down><space><space>,[6774.0542]
<down><space>e,[3962.2576]
<down><space>g,[12328.5383]
<down><space>o,[1466.4963]
<down><up><down>,[1063.8748]
<down><up><end>,[1555.1997]
<down><up><enter>,"[1023.7107,1126.4119,615.5737]"
<down><up><page_down>,[1794.9844]
<down><up><page_up>,[1263.2112]
<down><up><up>,[720.8403]
<down><up>x,[1393.1284]
<down>cl,[2206.5776]
<down>d<down>,[516.1558]
<down>f<right>,[382.6699]
<down>fo,[23467.2463]
<down>ni,[989.7048]
<down>no,[425.7803]
<down>s<left>,[417.0381]
<down>w<space>,[56834.0527]
<down>ä<page_up>,[1340.2021]
"<end>,<space>","[2006.9709,49427.2703,2321.0701,2281.8362,1168.9849]"
<end>..,"[538.7656,838.6716]"
<end>.<backspace>,[1315.9014]
<end>.<enter>,[2177.9128]
<end>.<left>,[6881.9609]
<end>.<space>,"[2159.2695,979.0083]"
"<end><98>,",[4371.1733]
<end><98><99>,[2355.6655]
"<end><backspace>,",[5222.9895]
<end><backspace>.,[5073.3472]
<end><backspace>2,[1543.832]
<end><backspace><backspace>,"[1111.6265,612.4165,3787.6753,647.105]"
<end><backspace><ctrl_l>,[4572.6599]
<end><backspace><delete>,[45819.0762]
<end><backspace><shift>,[15351.606]
<end><ctrl_l><backspace>,[1398.6741]
<end><ctrl_l><ctrl_l>,[2321.6592]
<end><end><ctrl_l>,[3172.5955]
<end><end><end>,[7965.8687]
<end><end><home>,[14709.8416]
<end><enter><down>,"[1051.1167,8681.2954]"
<end><enter><enter>,"[3481.147,914.3584,910.4534,983.2466,1318.0549]"
<end><enter><page_up>,[4583.3284]
<end><enter><shift>,"[2909.0015,1116.8232,8241.9761]"
<end><enter>z,[8758.5264]
<end><f12><ctrl_l>,[373670.0784]
<end><f12><home>,[11697.7708]
<end><home><end>,"[3971.469,12122.5742]"
<end><left><left>,"[867.1448,1647.9231,1974.7966,1888.0928,828.4231,14610.061,1878.6956]"
<end><left><space>,[976.8286]
<end><page_down><space>,[37356.2268]
<end><shift>),[647.7468]
<end><shift><enter>,"[941.0522,24196.5571,1878.9426]"
<end><shift>e,[177882.3494]
<end><shift>r,[827.6025]
<end><space><backspace>,"[1192.6104,886.9167]"
<end><space><shift>,"[1499.9192,1183.3411,19741.0198,2304.4563,1788.1787,944.4585,2523.6965,1537.0298]"
<end><space><space>,"[844.0325,1149.5757,49193.1282]"
<end><space>a,"[285.7896,2616.2078]"
<end><space>b,[1809.2046]
<end><space>c,[1178.1528]
<end><space>d,"[872.0051,4463.0042]"
<end><space>i,[4477.7229]
<end><space>n,[1130.0986]
<end><space>s,"[22190.3218,1294.3398,1069.2439,7273.2842,2605.2124,1190.5286]"
<end><up><enter>,[889.9216]
<end><up><right>,[1082.9438]
<end><up><shift>,[1481.7791]
<end>an,[1804.405]
<end>be,[4796660.165]
<end>cl,[908971.1116]
<end>da,[750.9783]
<end>di,[114472.1067]
<end>en,[9722.3867]
<end>ho,[828.9656]
<end>nb,[855.8442]
<end>re,[562.439]
<end>tu,[22974.0818]
<end>u<backspace>,[1969.1011]
<end>za,[110185.782]
<end>zi,[1343.6338]
"<enter>,<enter>",[3122.804]
<enter>-<esc>,[9274.8687]
<enter>..,[821.5261]
<enter>10,"[4384.7197,29079.8188]"
<enter>12,[638525.7356]
<enter>18,"[115271.2483,6332.0286]"
<enter>1<shift>,[141638.4827]
<enter>2.,[11451.2397]
<enter>22,[3610.7925]
<enter>2<enter>,[320001.2612]
<enter>30,[181673.6963]
<enter>33,[30330.0308]
<enter>3<enter>,[11537.938]
<enter>4<enter>,[9241.3923]
<enter>5c,[2027736.2322]
"<enter>7,",[175970.4705]
<enter><104>b,[29331.4026]
<enter><97><100>,"[11446.8616,16153.3799]"
<enter><97><103>,[3261.6978]
<enter><97><99>,[2755.1943]
<enter><98><101>,[108361.698]
<enter><98><96>,[23564.7493]
<enter><alt_l><shift>,[452246.9436]
<enter><backspace>0,[60883.2407]
<enter><backspace>2,[229648.8772]
<enter><backspace>7,[4637.229]
<enter><backspace>8,[5894.9661]
<enter><backspace><backspace>,"[50134.6436,13228.3191,39614.2117,20740.2551,19291.6287,6343.0566,1299.668,3993.3274,250976.2393,9247.3855,3137.9321,2976.9932,1326.3904,1338.8125]"
<enter><backspace><ctrl_l>,"[36666.7043,1219.3892]"
<enter><backspace><enter>,"[895659.2126,3806.2366,132833.3018]"
<enter><backspace><page_down>,[2876.0398]
<enter><backspace><shift>,"[3256.1094,4212.0261]"
<enter><backspace>e,[85212.7283]
<enter><backspace>g,[57748.0203]
<enter><backspace>i,[906.0298]
<enter><backspace>l,[54155.1558]
<enter><backspace>p,[23534.717]
<enter><ctrl_l>,"[53749.7485,43960.0864,1663.666,17652.1702,145558.6057,10258.2148,31461.0278]"
<enter><ctrl_l>,"[181264.8445,240722.6797,102048.6587,30503.5266,28270.9958,3801.7068,215166.4009,14513.5027,5152.2947,71185.8433,144834.3025,2720.1946,101923.2888,15186.6204,32616.1389,241697.6699,22948.9353,11002.1938,95237.8562,63126.8318,4431.7156,140507.5149,2962337.2769,135290.1384,144518.2971,8614.9824,100194.5205,259584.7517,28908.3,315092.0754,254103.7112,28068.9053,55872.6746]"
<enter><ctrl_l>,"[192926.4553,13265.8938,50508.9023,17639.9138,9767.5903,7951.6951,1296.8032,1836709.2864,4671.8328,13546.6084,8385.0964,22259.082,46978.3655,91104.5764]"
<enter><ctrl_l>,[1037.5049]
<enter><ctrl_l>,[87656.9861]
<enter><ctrl_l>,"[169544.4485,92170.3687]"
<enter><ctrl_l>,"[205.3442,23624.396,2082.0391,433.3606,112994.1152,15423.2905,4893.6123,1048.188,344698.4915,643.2197,18805.2017,531.1548,435.4497,2955.3389,76181.2405,347.0342,23968.8503,724.7046,82.3806,51366.655]"
<enter><ctrl_l>,"[47603.1331,18092.2175,7538864.126,9839.282]"
<enter><ctrl_l>,[26608.0146]
<enter><ctrl_l>,"[15292.1016,1703.105,845.6274]"
<enter><ctrl_l><alt_gr>,"[5820.4436,899.5747]"
<enter><ctrl_l><backspace>,"[380108.9355,591.5037,2183465.531,4194.4487]"
<enter><ctrl_l><ctrl_l>,"[37748.9832,2670037.8867,7655.7822,4533.9775,7165.2659,70161.3635,9083.2446,9509.73,6968.2351,31418.302,342479.9753]"
<enter><ctrl_l><shift>,"[941612.5295,307026.605,41299.9021,69301.6318,92377.4778,9531357.8499,129940.1187,12484.2949,118679.7629]"
<enter><ctrl_l>c,[9816026.373]
<enter><delete>1,[29227.2622]
<enter><delete><ctrl_l>,"[215866.9863,526117.874,133850.0051,11130.3047]"
<enter><delete><delete>,"[4673.3794,157488.126,46524.5964,5691.8025]"
<enter><delete>m,[597998.1743]
<enter><down><down>,"[5054.9138,807.178]"
<enter><down><page_down>,"[4122.6655,7440.9124,6457.0759]"
<enter><down><up>,[3695.7791]
<enter><end><left>,"[2815.3777,2188.9055]"
<enter><end><up>,"[1331.0898,1596.762]"
<enter><enter>2,[3610.5088]
<enter><enter>3,[30330.0264]
<enter><enter><backspace>,"[15902.6653,229508.8345,83691.0654,4164.0571,14183.9539,818.1484]"
<enter><enter><ctrl_l>,"[1535.1824,6250.0393,8637.6934,28680.3484,1664.0479,1149.9231,63309.8926,5302.0779,2113.7959,1617.9016,5156.7065,941638.3738,13494.9365,156953.5286,4534.1118,6510.71,76692.1257,8010.854,102085.2192]"
<enter><enter><delete>,[5360.2476]
<enter><enter><enter>,"[1248.2341,863.0083,5128.9951,2152.9419,1165.5354,2457.6355,5508.3174,1616.0024,439.7051,2467.0107,509.4561,489.5403,4237.0586,982.0142,2793.0776,7080.0422,392.519,946.1953,573.6555,941.3274,438.5029,532.0234,660.394,47598.001,1419.7886,817.4575,886.9856,2029.99,453.2512,13267.0361,1886.7598,857.9448,445.2544,581.9443,5756.9761,958.4316,4188.135,1224.5686,2704.6316,14346.4539,1609.1377,2022.0193,426.0825,7921.0203,445.2141,665.9731,673.3928,15604.635,696.9644,497.9587,1164.7261,2791.9678,1125.6484,14655.1052,4015.6047,2001.8223,413.324,381.5981,419.1011,5744.3457,1965.7644,470.0066,388.6189,2702.1077,1097.8669,1558.0315,9141.9548,2166.4497,2531.9673,444.5701,5731.4019,390.9155,762.1072,1626.7222,457.3296,2605.5393,5539.9287,585.666,517.6919,2162.5381,469.8623,2212.6953,4725.4031,616.9961,498.9995,1508.6277,1123.9858,43608.2825]"
<enter><enter><home>,[118110.9036]
<enter><enter><shift>,"[4917.176,1454.1086,493.0312,619.9683,590.4758,16882.4141,576.6128,231531.2261,62329.8535,428708.2136,782.2415,811.2415,1605.9365,611.9004,1533.7808,1023.7385,121638.0081,603.9368,1013.1204,1057.3157,933.0364,437960.3411,838.9226,3393.0464,744.0042,1270.8855,4490.6287,1131.897,630.5916,1682.6038,994.2712]"
<enter><enter><space>,"[65481.2659,121503.9119]"
<enter><enter><up>,"[1202.9084,1417.5471,845.0227,41758.9402]"
<enter><enter>a,"[565.5054,828759.1409,350.9841,447.8938,718.6851]"
<enter><enter>c,[3814.3994]
<enter><enter>d,[66614.2441]
<enter><enter>e,[1314.6736]
<enter><enter>g,"[14609.5459,328043.3286]"
<enter><enter>h,[53266.4944]
<enter><enter>i,"[209100.5381,347882.8577]"
<enter><enter>j,[1291.7375]
<enter><enter>l,"[440.6672,48706.2102,4177.8257]"
<enter><enter>n,[1566.1755]
<enter><enter>p,[6201.8562]
<enter><enter>s,"[41534.304,49634.5708,203109.9546,2009.2625,122091.4844,12734.7144,34445.4473,58125.4749]"
<enter><enter>u,"[973.5967,3167.5364]"
<enter><enter>w,[84839.563]
<enter><esc>a,[1875745.8745]
<enter><f12><ctrl_l>,"[16927.4829,185252.145]"
<enter><home><backspace>,[76478.9365]
<enter><home><ctrl_l>,[22092.6628]
<enter><home><delete>,[1327124.1794]
<enter><home><home>,"[118338.1748,78904.6655]"
<enter><home>u,[492074.3206]
<enter><left><left>,[153926.2642]
<enter><left><right>,[104671.8296]
<enter><media_volume_down><media_volume_down>,[1490944.2458]
<enter><media_volume_up><media_volume_up>,"[256178.4673,65059.9143,202877.0767]"
<enter><page_down><ctrl_l>,[5520.686]
<enter><page_down><page_down>,"[4737.9316,45168.9353,11132.7004,7982.6707,478763.8445,9973.7971,9462.97,9090.7988,13747.1772,2984.6887,8672.0925,6069.9434]"
<enter><page_down><page_up>,"[5691.1562,11037.387,9191.9822,12147.3127]"
<enter><page_down><shift>,"[11866.8394,14908.9385]"
<enter><page_down>s,[5626.4451]
<enter><page_up><page_up>,"[6181.8872,5330.3816,4178.8291]"
<enter><right><enter>,[6702.6736]
<enter><right><right>,"[22235.9797,6647.2136,6978.5681,70294.2268,13730.7378]"
<enter><right><space>,"[15396.0239,17067.1006]"
<enter><right><up>,[764.4038]
<enter><shift>*,[8988.5491]
<enter><shift>/,[29962.6311]
<enter><shift>:,"[11872.4956,14141.6318]"
<enter><shift><ctrl_l>,"[224979.8254,215312.8372,32938.6421,1586.2524]"
<enter><shift><enter>,"[37076.9558,814.3721,1040.5898]"
<enter><shift><shift>,"[17213.906,3160.4207,428708.468,1862.3833,1413.2192,194769.0073,62329.7791,999.0596,630.6045,179725.8906]"
<enter><shift><space>,[327000.8757]
<enter><shift>=,[9707.1274]
<enter><shift>a,"[1459.7693,320.0569,697.791,1365.8459,1059.5137,1090.271,324.9321,363.54,650.3872,6546.5383,302.3303,277531.1672,407.686,417.8044]"
<enter><shift>b,"[643.8748,6590.9775,853.6111,3049.3618,1184.4321]"
<enter><shift>c,"[399.1008,903.9609,1594.6624,110343.3792,33154.1177,417.0872]"
<enter><shift>d,"[2722.9861,5633.5034,4366.5061,113876.0447,616.9116,934.8088,5574.7856,1265.7625,5110.782,391.5776,3899.0298,32362.8916,602.2778,4462.1414,405.4092,20212.355,651066.499,4314.5576,11791.3862,484.5039,589.3569]"
<enter><shift>e,"[983.6309,633.4419,6008.8955]"
<enter><shift>f,[5632.3074]
<enter><shift>g,"[2377.8125,4315.3376,6352.7083,9393.0603]"
<enter><shift>h,"[162558.6729,874.4839,52362.6523,161487.5598]"
<enter><shift>i,"[662.4084,120942.7607,3379.4612,1555.4731,1542.3943,143353.7551,780.5857,690.7131,435357.9092,394.2065,406.9148,707.3098,7553.9641,884.6753,4803.5103,466.2812]"
<enter><shift>j,"[252.1094,1030.8096,5532.9397,49597.498,59251.7893,390.9026,259.6497,116486.0454,42220.3279,35822.4158]"
<enter><shift>k,[1604688.9634]
<enter><shift>l,"[405.532,221147.9014,438.1458,493.4641,566.3459,428.0608]"
<enter><shift>m,"[24186.7776,633.5784,121422.6821,22406.6831,365.9858]"
<enter><shift>n,"[526.6279,558.1362]"
<enter><shift>p,"[456.1785,571.8586,520.9978,870.9536,363.3354,570.3887,682.6599,3407.7732,-62943.5712]"
<enter><shift>r,"[55453.97,523.4958]"
<enter><shift>s,"[686.6687,430.0188,86358.7234,478.2654,381.9641,1159.1772,627.9395,121505.4683,231308.8625]"
<enter><shift>t,"[18877.7625,219068.728,1788.2729,15103.2437]"
<enter><shift>u,"[1173.3892,493.863,985.5535]"
<enter><shift>v,"[893.3647,7357.344]"
<enter><shift>w,"[2586.2334,23738.7866,599111.9036,43005.1479,2415.9934,150140.1057,387.3726,639.0925,1054.8257,6690.21,361.2791,39380.2974,680.5012,3002.1296,506.6323,58831.1162,-450109.6552]"
<enter><shift>y,[830.3044]
<enter><shift>z,"[424.6208,13578.957,424.0247,144523.6304,1265.3306,313.5078]"
<enter><space><98>,"[20081.6667,439695.3704]"
<enter><space><ctrl_l>,"[6623.5864,4734.8125]"
<enter><space><f2>,[4024.8271]
<enter><space><shift>,"[9944.2568,59804.5452]"
<enter><space><space>,"[121504.0972,65481.7512]"
<enter><space>b,[13051.2715]
<enter><space>h,[5036.1204]
<enter><tab><tab>,[1637.3921]
<enter><up><backspace>,"[2267.0029,2850.7522,3164.2771,2184.2117,38112.9248,1917.5742,2254.8481,2502.0652,8927.9756,3235.6282,19809.6787,2586.5837,29553.5364]"
<enter><up><ctrl_l>,[2498.9756]
<enter><up><down>,"[11375.9478,15979.3281]"
<enter><up><enter>,"[370195.8555,2018.7427,61400.1128]"
<enter><up><home>,[1829.6116]
<enter><up><left>,"[2271.0974,8560.2917]"
<enter><up><page_up>,[9882.0208]
<enter><up><right>,[1704.7473]
<enter><up><shift>,"[965.7588,3272.7637,6870.6353]"
<enter><up><space>,"[12980.9062,11662.0005]"
<enter><up><up>,"[959.415,3218.2207,2837.1025,30558.762,759.855,1498.1006,40986.9546,1018.9373,1066.55,1560.9819,1516.157,1276.8662,17489.7529,2717.2429,1922.3491,639292.8992,107764.4329,3748.054]"
<enter>aa,[818760.3281]
<enter>ab,[90624.2644]
<enter>ad,[9243.1582]
<enter>ag,[5214.7537]
<enter>ai,[38890.3389]
<enter>al,[2982.802]
<enter>am,[6449.6216]
<enter>an,"[243.1267,451.3291,291.1331,357.7627,138151.6824]"
<enter>ar,[1612.9451]
<enter>as,[81349.6934]
<enter>aw,"[120992.2815,7551.3943]"
<enter>ba,"[54543.0129,2881.3945]"
<enter>be,"[8658.8267,21149.8813,51101.3809]"
<enter>bl,[11088.7639]
<enter>bm,[152960.2778]
<enter>br,"[78023.0879,75351.0596,65222.605,360370.8018,4510.0686,63398.2905,11103.1035,59473.6448]"
<enter>bu,[97082.6335]
<enter>ca,[66134.2058]
<enter>cd,"[4986.5852,5296.6875,1451.4971,6785.9492,27878.8572,1347.2612,12176.0813,3071.512,902.4885,12876.7463,1154.4253,15148.8347,3906.6838,43247.5664,1029.0276,7196.9585,3310.8259,6409.2969,2642.4158,2395.835,3293.6343,1113.1101]"
<enter>ch,"[73823.2361,23593.1189,15615.4001]"
<enter>ci,[32596.9114]
<enter>cl,"[31354.3958,21933.9202,18408.416,72548.928,2525745.147,1961.3445,219488.0308,139681.9509]"
<enter>co,"[8048.21,44650.1396,5141.6348]"
<enter>cp,[33766.5234]
<enter>da,[24950.9727]
<enter>dd,[76978.8406]
<enter>de,"[2626.7461,66038.179,2553.96,34249.0137]"
<enter>di,[13120.3425]
<enter>du,[136906.6548]
<enter>e<backspace>,[27190.4819]
<enter>ei,"[4553.5352,86819.2532]"
<enter>el,[1314.6809]
<enter>f<97>,[85916.8931]
<enter>ff,[285596.3652]
<enter>fu,"[47044.0513,57180.0786]"
<enter>fü,[31881.4172]
<enter>g<space>,[266686.9949]
<enter>gd,[122838.7766]
<enter>gl,[32161.3269]
<enter>go,"[328036.9624,14609.9702]"
<enter>gu,[117853.7158]
<enter>h<ctrl_l>,[4603.8179]
<enter>ha,"[20295.3616,50067.0293]"
<enter>he,"[2703.1355,213555.8921,141515.6587]"
<enter>ho,[10253.6179]
<enter>ht,"[132405.1108,5648.0332,4152.4238]"
<enter>hu,"[702604.448,2122569.053]"
<enter>i.,[724523.2368]
<enter>i<space>,[1089.2705]
<enter>ic,"[1357.9585,3188.8892,726247.8464]"
<enter>ie,[102687.2388]
<enter>ig,"[347882.9102,209100.696]"
<enter>in,[134891.9561]
<enter>j<down>,[891.1482]
<enter>ja,"[18676.4424,1028347.6711,12088.2878,16572.1467,193293.9656,196347.0042,39797.4519]"
<enter>je,[102445.2483]
<enter>jq,"[106716.5342,728749.8254]"
<enter>ju,[1277.3889]
<enter>ka,[90515.74]
<enter>kö,[3938.2998]
<enter>l<backspace>,[31510.9648]
<enter>lg,[403.187]
<enter>li,"[21645.4807,538286.8401,67490.6951,13991.7007,63426.3523]"
