key,durations
eeg,[488.1248]
eeh,"[727.8716,496.0386,536.0886,631.6174,552.5662,616.2068,504.4006,1048.0132,1375.0562,1720.2676]"
eei,[504.4021]
eel,[303.844]
eem,"[504.3665,240.6582,311.5957,264.0574]"
een,"[296.1094,231.678,304.541,311.8818,265.0393,383.9802,319.2041,319.2683]"
eeo,"[284.9312,401.0198,507.356,479.4973,1135.155,1238.6096,568.2185,736.1521,454.8501,1000.9333,560.1536,559.7893,671.8284,175.4592,3558.7566,718.9829,935.7698,519.1917,488.0603,575.656,575.5037,360.3616,776.0796,999.0886,1015.1648,405.5483,536.0417,630.8779,824.5486,591.4541,551.6147,243.5374,495.4653,967.6638,1119.8159,497.9009,1023.9951,567.0479,358.4744,431.9426,432.5354,552.2207,502.2227,768.3232,607.4751,880,343.9666,627.3738,599.8235,512.6248,313.6289,282.0156,816.498,2328.1545,337.8733,431.6926,596.7673,528.5491,1680.248,420.1626,558.4011,480.0403,480.1653,221.4973,735.7839,540.042,488.3799,311.762,207.6907,655.4832,510.3542,503.3879,519.5466,433.282,855.4897,908.2305,623.7156,791.478,226.0674,647.9565,591.7407,943.5061,284.4824,656.6799,880.3347,472.0815,863.8127,520.5071,535.7068,864.6772,968.2063,551.3445,358.7651,413.6868,872.0959,1160.5776,655.4954,888.3423,671.9019,879.9558,332.8809,438.3982,586.479,757.6831,290.0796,534.3157,808.0925,359.894,334.2112,426.656,288.3037,1415.4094,320.8823,529.4854,584.0405,624.6992,527.5999,503.8865,448.0112,1055.5308,832.0762,290.9067,527.8711,696.375,414.51,680.1904,420.0291,791.6555,815.9617,791.822,648.1265,733.7793,512.6943,468.1785,1399.876,631.4749,539.6812,503.0693,751.2959,244.0107,704,2208.0583,800.0601,505.5544,646.7371,337.1748,301.8455,1191.2708,759.7661,530.7678,568.8223,822.1255,697.4673,767.3032,727.698,567.6978,591.7168,543.1196,1405.4067,839.7644,623.396,271.5562,411886.4551]"
eep,"[327.9331,327.2256,487.5706,304.9595,359.5686]"
eer,"[272.5176,343.8906,408.1238]"
ees,[327.6904]
eeu,"[1640.0417,655.7473,1343.9727,424.1677,647.9717,624.2866,1967.9138,496.907,321.7043,656.1328,1231.5913,752.3308,471.9863,74370.3817]"
eey,"[176.2222,827.1948,329.8438,599.925,815.4504,1068.6545]"
eez,[1815.5881]
eeü,"[424.2915,415.8542,471.9993,455.1458,423.6099,927.6819,447.5947,471.5781,344.4358,407.3879,408.5935]"
ef.,[328.3484]
ef<space>,"[231.8892,248.0093,335.8296]"
efa,"[264.1003,296.6287]"
efe,"[399.9788,264.6599,304.0908,-479075.8222]"
eff,"[351.4304,295.7043,343.9314,240.0037,264.0005,287.7251,272.7671,439.9775,416.0203,440.3752,288.2263,527.2959,392.1409]"
efg,[600.3203]
efi,[456.2632]
efo,"[384.1343,383.9114]"
eft,"[183.3708,152.22]"
efu,[416.0718]
efü,"[304.0039,383.1252,335.9241]"
eg<65027>,[312.1992]
eg<65041>,[896.488]
eg<ctrl>,"[663.7117,639.7861]"
ega,[423.6199]
ege,[728.1697]
egi,"[375.4661,320.6887,407.9119]"
egn,[350.6799]
ego,"[456.0002,423.8914,343.9885,408.3457,432.4468,311.9258]"
egt,"[503.7842,384.8306,407.9797]"
"eh,",[496.1987]
eh<65027>,"[520.2202,1224.0281]"
eh<65041>,"[839.2449,600.6531,399.6155]"
eh<alt>,[4456.1926]
eh<ctrl>,"[831.3955,864.9407,456.2749,592.3662,696.0996,656.2805,896.5786,792.3999,480.4856,623.9731,527.8433,504.1646,568.5847,983.9883,895.8591,647.8628,1328.2317,1360.1277,488.6118,1031.0947,631.8184,704.7693,504.6743,616.0305,904.2834,616.2439,560.8257,800.2646,647.5281,591.9253,575.6836,1304.3008,799.2297,1096.0007,864.0146,472.6304,432.1375,792.1553,1304.2673,408.8953,959.6179,808.3479,504.1399,575.7048,848.6533]"
eh<shift_r>,"[880.3469,696.1912,927.647,1391.8889,519.8572,815.4768,1479.8647,608.2903]"
eh<space>,"[159.9944,831.9353]"
eha,"[377.2415,464.0461,583.9731,216.3188,520.2029]"
ehc,[360.2324]
ehe,"[919.7468,288.4526,247.8735,488.1001,480.0933,359.7354,735.8235]"
ehi,[719.4312]
eht,[871.55]
ehä,"[943.9138,552.1702]"
ei<65041>,"[1135.8853,624.2861,751.9304,479.7661,407.8706,279.7349,400.0537]"
ei<ctrl>,"[407.7246,662.7837]"
ei<shift_r>,[1096.1992]
ei<space>,[791.3438]
eid,[248.0415]
eie,[1152.4771]
eig,"[280.1895,239.877,303.4595,352.3994,344.854]"
eii,[2263.8188]
ein,"[255.5447,135.4604,176.011,151.6211,231.9429,609.0784,191.9263,223.7583,192.0479,224.0557,199.9111,537136.2093]"
eir,"[327.6531,327.4954,224.5371,263.4534,23.8828,248.0127]"
eit,"[288.1707,543.8274,351.989,360.1587,175.842,168.0015,224.1545,364520.2217]"
eiv,[351.394]
eje,[415.8899]
eko,"[488.0801,1328.3267,1151.0593]"
el<65041>,"[839.8743,1263.72,608.0186,680.2117,712.075]"
el<f3>,[991.6714]
el<space>,"[231.5796,255.8994,192.21]"
ela,"[343.8079,280.5312,471.5449,344.1836,335.9995,400.4517,480.0159,287.5269]"
eld,"[295.7986,255.5742,223.79]"
ele,"[311.4985,240.1875,527.9844,1911.9199,224.0823,223.9075,288.3718,440.6614,263.9373,544.0149,239.9414,447.248,256.5745,927.0879]"
eli,"[967.5251,376.2075,328.3462,552.811,336.0066,328.1423,568.718,335.7356,287.877]"
ell,"[271.9304,503.3894,288.3708,288.73,248.4658,1143.6055,287.9854,623.9673,450167.2231]"
elo,"[447.2419,368.28,447.416,423.9385]"
elp,"[248.0881,407.916]"
els,"[128.7224,176.0835,296.2214,217.0605,184.3445]"
elt,[240.6382]
elv,"[407.1711,344.687]"
ely,"[951.8665,320.5229,416.0247,311.5737,271.9607,311.4146,295.9517]"
"em,",[591.6521]
em<65027>,"[264.0596,656.7144]"
em<65041>,[519.9878]
em<space>,"[207.5105,199.9888,208.1333,215.9973,255.2051,151.7556,191.9143]"
emb,[312.2146]
eme,"[375.293,327.9609,351.9104,336.0657,424.5427,279.415,480.0571,383.5964]"
emi,[408.1465]
emo,"[455.3501,295.4021,447.8586,528.5872]"
emp,"[175.9946,303.9265,224.2144,352.0625,344.073,232.0178]"
ems,"[375.874,496.0669,1615.8232,448.5122,151.8513,135.4854]"
"en,","[600.0889,199.9448,240.2478,391.2537]"
en.,"[376.623,3896.1292,1696.0493]"
en<65027>,"[384.47,255.6428,263.5972,375.4941]"
en<65041>,"[536.074,520.2598,792.3835,439.4138,687.96,575.3103,552.219,559.938,368.4446]"
en<alt>,[15912.1238]
en<enter>,"[264.2917,743.989,736.6023,768.4097,360.1646]"
en<space>,"[255.5122,424.3997,224.0586,224.3237,207.884,239.3137,191.7383,247.5735,224.7092,176.0564,255.3242,224.0215,1359.9124,295.9338,184.1328,336.3452,264.0093,256.2498,224.5361,207.3289,216.3362,336.1772,208.6553,223.5781,199.8547,231.5322,375.9363,152.1318,312.4968,192.8567,264.3752,199.9968,289.0073,208.1113,240.2258,176.0061,192.5942,184.3679,-821379.6102,-53241.996,-946710.6349,-103611.0346,-45202.6805,29026.9493,495567.5132,1027245.6173,101168.4522,-340790.6216,-527150.8428,624983.8077,-650483.8639]"
en<tab>,[360.0757]
ena,"[295.9736,1743.521,967.4961,319.2769]"
enc,"[200.4092,249.0046,175.8911,216.0444,183.5203,239.9326,272.5986,320.0913,215.8616,183.6501,183.25,1103.1001,200.095]"
end,"[127.7837,391.6426,264.1069,263.4187,247.6785,127.887,183.3479,183.5874,143.3679,176.4146,191.7578,271498.2056]"
ene,"[304.1169,208.3772,216.0178,472.0286,527.874,415.8284,256.6921,391.9202,454.8206,520.7563,255.5908,231.0361,423.9814,461476.0975]"
eng,"[240.2236,360.1729,400.2578,519.9033,152.1274,344.3467,399.9299,295.8118,1026302.6286]"
eni,"[367.4368,383.8591]"
eno,[360.8115]
enr,[455.8604]
ens,"[287.9126,224.2183,191.5996,296.2039,144.0852,287.4788,320.4236,255.3606,320.4688,320.3162,343.552,255.8606,312.0989,288.2544]"
ent,"[184.3,183.6716,223.2341,192.0857,392.3657,297.3198,256.3545,207.908,143.8547,224.177,231.2458,215.9131,159.6465,175.9072,232.6665,111.4011,239.1243,159.9238,200.0176,376.0049,256.3359,191.2092,128.3208,167.5488,159.3484,192.2473,119.9355,199.9783,168.0137,184.2102,391.5938,217.7097,304.0369,167.9768,256.167,360.9272,207.5837,168.0208,151.7778,151.8364,143.7886,216.0308,176.2356,407.9885,239.4836,200.1599,191.9019,184.2446,207.7192,143.8909,154.6609,192.5764,224.0247,208.5085,247.6479,175.5667,488.321,287.5374,127.2017,176.0571,231.2161,184.3823,168.1809,183.2734,127.8384,103.1921,392.0925,472.2766,231.9795,-498150.2064,-898468.5882,-176748.8916,-33261.1566,-182350.3772,-272988.6092,332006.9117,36817.8297]"
env,"[311.9502,344.0002]"
"eo,","[840.3037,824.1433,1479.8313,679.3894]"
eo.,"[647.9209,2808.8218,1591.8984,1647.637,1239.9541,1551.8589,1239.918,1256.4707,1824.6589,744.6719,1719.9873,1431.9387,712.2666,767.6482,1120.7795]"
eo<65041>,"[3600.1599,12952.231,5282.9033,1208.1069,1495.6597,5407.948]"
eo<alt>,[2776.6621]
eo<ctrl>,"[1151.6577,864.0208,592.334,640.0107,840.011,656.0344,903.1726,648.1409,983.4858,703.6123,504.1853,10376.5449,911.7959,1288.3975,792.3127,663.5503,1615.9011,672.5486,783.9521,759.3604,912.8311,1600.8044,1007.8403,14815.5457,1760.0952,856.4465,600.6108,1023.564,656.0945]"
eo<enter>,[561.3186]
eo<shift_r>,"[663.9353,559.491,824.2681,1384.2993,1671.7766,2208.0579,712.7964,559.6311,831.5156]"
eo<space>,"[312.0686,366.8545,775.4983]"
eoa,"[744.113,1223.3713,983.6292]"
eoe,"[1368.5093,1423.9172,1247.3748,2661.4795,906.7104,1351.8066,1200.1438,649.7976,623.948,1007.25,712.0728,900.146,1032.8291,1660.6174,728.2969,1241.6497,790.2136,1936.0339,831.6743,1171.1035,2416.1448,808.6772,1847.9165,1095.7988,1070.3623,815.3303,646.7246,928.7341,1016.0063]"
eoh,"[896.4426,471.4126,767.635,616.2502,615.4905,2672.7405]"
eoi,"[1248.0349,671.5103,935.0635,2119.8667]"
eoo,"[583.8215,856.5037,1383.7075,632.0337,760.8523,559.6047,575.9722,583.9646,757.1147,681.0352,645.7163,528.0747,1009.8008,677.0542,741.5264,875.9978,827.3147,601.698,999.6475,1004.9766,535.208,615.9414,720.4031,496.4172,688.0884,600.5471,807.4973,624.7722,608.0464,904.4368,1212.739,1223.8264,830.1104,407.8979,604.6426,760.9553,727.4614,967.3298,768.051,1823.2778,792.45,783.6758,677.4617,415.8025,1344.0352,770.6089,571.8921,3540.5881,472.1487,1519.9519,1039.1155,1144.9463,561.2388,471.0811,496.2581,727.6421,489.1406,744.4255,679.6125,876.0754,648.4746,924.3333,640.3931,2596.0618,536.0845,869.3989,536.9299,664.3582,802.386,2435.7329,831.8711,862.1855,637.9233,1067.6013,1010.209,900.2439,791.3181,678.0222,424.041,755.8125,640.1306,496.1431,752.3257,1066.4622,987.0928,2136.7305,395.5525,908.0173,807.9248,847.0774,816.0747,512.9236,744.2644,632.2742,416.0266,924.6335,745.7107,713.4421,757.7839,1736.5278,780.7336,800.1069,1020.2043,416.405,3959.9226,647.8618,715.2952,840.7856,584.0095,592.1499,811.6345,1203.6526,-449556.4512,-72097.0143]"
eor,"[503.7664,727.9634]"
eou,"[600.1855,743.4878,846.0852,1664.5068,536.0911,815.3308,2119.3777,847.9951,607.6748,1136.083,415.9954,552.1079,2271.678,1064.3616,496.1226,736.7563,592.1189,423.6602,591.9622]"
eoy,[1695.554]
eoü,"[656.1929,2064.1204,2192.8047]"
ep<enter>,[456.802]
ep<space>,"[272.7791,279.72,391.2034]"
epa,[407.9736]
epc,[215.9956]
epe,"[528.2139,328.5378,272.8301,312.2344]"
epi,"[287.554,247.9697,479.8567]"
epl,"[198.6921,312.6121]"
epo,"[328.6411,271.9158,664.3711]"
eps,[231.7517]
ept,"[399.8577,343.281,359.325]"
epu,[479.8086]
equ,"[768.8318,527.1946]"
"er,","[414.8276,327.7239,191.5059,672.0427,400.4539,415.9355,1896.4175]"
er.,[328.5723]
er<65027>,"[368.0527,263.6167,184.7419,711.281,448.561,287.877,247.9392]"
er<65041>,"[384.6699,727.5454,2361.3965,383.8801,431.9292,1919.6426,1215.3472,528.1785,231.8674,1919.5283]"
er<ctrl>,"[887.5051,456.0911,895.9817]"
er<enter>,"[1263.8369,3759.428]"
er<f3>,[1984.2888]
er<space>,"[248.0505,159.6841,280.1831,199.9553,207.3574,264.3135,175.9551,223.7083,191.5769,216.1272,448.0098,200.564,928.2085,216.103,208.1895,200.3459,255.7988,199.5349,183.936,303.3071,184.3628,231.8694,127.561,248.5623,216.0393,184.1562,248.7644,232.0544,264.0996,295.9204,351.9395,192.1753,208.1521,215.925,519.8804,271.6396,232.6631,360.1172,167.8818,255.5928,311.5969,216.512,199.9846,175.9126,184.1311,191.988,288.3779,150.8208,631.9067,-422053.7778,299647.154,555570.5822,590918.2728,-15816.3325,-79968.8088,393920.9863,-1238881.9029,-567199.3104,348688.0283,632419.4503,535364.1951,708820.9866,623965.3805,500410.8492,-231586.5966,839182.3096,419286.309,32566.7899]"
er<tab>,[352.1538]
era,"[351.8506,2664.4031,415.8914,335.6145,232.0339,327.4917,367.8606,246.6526,352.0413,247.9436,335.9185,408.1133,255.2935,320.4756,-151703.6585]"
erb,[399.9827]
erd,[288.2842]
ere,"[192.2683,496.0281,247.9875,280.3638,383.2046,304.5295,208.115,239.9592,239.9587,191.9885,455.644,263.8823,207.9648,215.2134,199.5596,311.9612,328.1306,336.4844,200.0164,256.0085,216.0286,215.9316,191.7183,223.3245,247.9912,224.0347,200.2244,256.0793,784.3796,247.9714,487.6687,199.8635,223.3887,239.7354,255.9021,383.8093,216.0088,191.9502,208.291,287.8721,208.1348,215.8591,207.3376,191.262,247.9907,607.9194,288.7427,239.7986,263.8657,279.8923,242.3613,232.1802,280.3755,199.9824,256.0679,215.7542,208.0088,-599726.4546]"
erf,"[303.7251,440.7993,415.406]"
erg,"[232.157,272.1602,215.9114]"
erh,"[632.293,663.968,87.0486]"
eri,"[464.1206,304.1511,663.781]"
erk,"[376.0049,248.4895]"
erl,[359.853]
erm,"[360.2297,311.5002,327.3589,344.7844,399.6384]"
ern,"[271.3564,335.6074,208.9451]"
erp,"[321.3672,375.895,367.9612]"
err,"[271.9927,295.8997,311.7012]"
ers,"[192.1189,215.3833,160.0574,143.2754,256.5435,207.8721,263.8662,192.2344,328.2166,295.6042,160.3362,216.0237,247.3391,215.9783,200.0593,247.5818,216.6392,159.8997,303.9802,223.9102,280.8789,255.4121,199.3896,142.9868,272.1875,312.4883,191.8369,62717.6487,841666.6676,-36871.7635,-516317.5217,105557.7598]"
ert,"[144.5022,449.1411,127.6023,159.5962,224.0737,175.6025]"
eru,[393.46]
erv,"[303.8984,440.0549,487.554,431.2542,464.8108,191.7793]"
erw,[288.1636]
ery,"[272.1665,663.8198,279.3894]"
erö,[480.155]
"es,","[504.2788,711.9382]"
es.,"[248.6426,432.5952]"
es<65027>,"[504.2334,303.4167,208.9709,416.2446]"
es<65041>,"[368.4907,57524.2439,990.8845,472.282,983.8579,1047.9812,798.677,1375.9866,367.9321,440.2866,21714.4878]"
es<ctrl>,"[1256.2017,5712.1353]"
es<space>,"[1456.0615,344.0081,544.6379,224.3394,551.9822,127.8894,343.9656,216.5,287.3538,223.8235,199.9622,271.9136,359.8745,991.7214,528.3438,151.5508,424.0718,216.0833,232.3401,207.6133,360.0518,447.9734,304.0989,303.282,303.9668,216.2214,316.5957,488.9077,279.2888,232.4524,248.3804,240.0015,303.4758,232.1929,232.1321,216.0142,255.6284,296.7844,271.9387,329.3386,232.0728,231.4158,581544.239,-902897.463,-931291.257,672510.4349,-332271.7512,247112.0781]"
esc,"[367.8962,287.8855,343.74]"
ese,"[887.3723,392.0142,264.1567,239.7173,272.4014,256.6963,255.9363,272.0427,296.157,392.1099,304.5037,807.3777,1528.0247,288.2961,312.6414,216.0664,279.6641,232.0693,287.9863,239.4116,199.4797,216.1714,288.0098,496.4543,272.0784,215.5083,600.115,224.1626,222.8394,208.4258,336.0056,295.8916,208.1589,-282351.0029]"
esf,[320.03]
esh,[887.0554]
esi,"[352.0579,388.0435,344.4736,367.999,360.6035,296.0164,552.2285,-1068025.3033]"
eso,[399.9626]
esp,"[256.4568,296.1997,192.092,351.636,232.1013,392.082,528.1821,239.7078,239.8738,271.5137,272.9146,344.6545,208.7031]"
ess,"[319.8555,392.0576,312.1418,256.0273,264.0149,279.9314,240.0969,319.9995,384.1841,304.4167,271.4895,279.9485,311.366,352.1113,343.7744,391.9551,263.4932,328.1902,207.9133,319.9639,312.4219,304.7893,287.9058,327.8411,279.9624,238.8381,376.1938]"
est,"[248.8147,199.9099,1176.3589,176.0032,175.6807,416.6128,183.3127,159.9961,232.1106,200.1123,143.5852,143.114,159.5801,248.2546,136.6931,127.2507,152.8677,168.1021,158.6248,160.291,135.9133,231.5566,192.5969,471.8574,119.9473,152.1028,159.4651,149.9265,216.043,143.3269,240.3887,143.6162,167.7859,192.26,143.7412,143.3313,192.646,160.0374,151.8735,207.96,247.2346,287.9736,151.4197,160.1531,312.4646,-697377.7903]"
esu,"[400.105,449.2996,335.9146,336.6467,392.1128,296.1357,376.4177,335.6157,583.2749,280.3933,280.04,288.4719,299.7605,399.8489,272.4954,511.8125,279.9131,408.063]"
et.,"[783.9324,423.9417,424.2383]"
et<65027>,"[344.3906,256.0952]"
et<65041>,"[392.1309,391.9695,431.3801,327.4214]"
et<alt>,[928.074]
et<space>,"[831.741,279.9119,575.8735,383.3518,1023.2424,207.2385,184.1367,280.2109,631.2119,208.5703,240.1885,296.0413,360.0967,288.0964,216.3665,344.27,168.1504,216.3828,167.759]"
ete,"[231.8333,215.8232,351.9436,543.3887,407.4243,223.0264,256.0581,847.9011,463.9192,288.2078]"
etg,[344.1887]
eth,"[304.0171,352.0178,391.7505,336.0603,504.0044,415.9302,296.4214,239.3901,2047.2124,264.5339,671.7454,432.4888,568.0698,255.4998,574.3059,328.1008,375.9851,239.9912,399.9104,391.7004,415.9702,256.0479,304.1233,519.7903,336.137]"
etn,"[247.9419,184.0125,223.9968]"
ets,"[207.1489,239.8621,224.2898,376.4231,191.6243]"
ett,"[304.1956,255.8535,287.9236,272.4443,424.3872]"
etw,"[215.7241,288.1062,264.1165,271.9888,328.7737]"
eu.,[439.9456]
eu<65027>,[811.7397]
eu<65041>,"[3936.2202,5944.0459,711.9802,1687.9016,1607.8809]"
eu<ctrl>,"[1543.3982,888.4116,1024.8936,663.9412,848.47,456.7144,648.6462,600.2114,1456.0688,4384.2085,2280.1355,791.2842,559.3357,767.6487]"
eu<shift_r>,"[1664.063,400.1912,576.9102,976.2156,663.5071,599.9587]"
eu<space>,"[1071.7654,2743.9207,616.564]"
eua,"[607.7773,1151.7239,472.6763]"
eue,[968.2158]
eun,[831.9177]
euo,"[2255.9189,1367.8342,513.0046]"
eus,"[1239.7708,664.5042]"
euü,"[712.051,905.7068,919.0071,1080.6396,392.0156,759.7593]"
ev<65041>,[335.1658]
ev<space>,[223.3008]
eva,"[304.4583,392.6299,319.9624]"
eve,"[359.9912,248.8435,359.9312,207.8904,255.7214,376.0801,424.1013,392.6064,239.9409,359.6389,320.127,231.6682,327.7925,200.1621,264.6672]"
evi,"[376.6816,480.123]"
ew<65041>,"[583.6165,616.2256]"
ew<space>,"[231.9661,544.0688,184.8276,207.9265,191.9968]"
ewa,[463.8455]
ewh,[455.9285]
ewr,"[456.5464,359.5393,456.4968,416.5645]"
ex<65041>,"[823.9214,584.0742,943.8752,920.1399]"
exa,"[479.6873,455.9604,616.1846,550.8125,487.3452]"
exc,"[848.0444,486.7927,664.3137,712.4824,672.2439,584.0569,648.1121,887.5266]"
exh,[871.8457]
exp,"[431.8623,567.8062,359.9016,616.0535,423.9697,600.0818,559.5588,424.1836,584.4438,448.5605]"
ext,"[263.938,271.1689,351.4604,359.4365,320.2273,648.4111,255.2354,400.5737,496.1069,719.113,288.4165,376.0525,279.4446]"
ey<65027>,"[391.9465,400.0022,415.8464,471.7473]"
ey<65041>,"[799.5891,20976.397]"
ey<space>,"[383.8193,343.3579,344.0129,375.3928,384.2881,359.2192,399.8015,703.8914]"
eye,"[1353.0759,1568.6294,1152.7781]"
eyo,"[1671.8538,776.0925]"
eyy,"[1248.9309,940.0613,1895.2683,791.8613]"
ez<ctrl>,[2191.5903]
"eü,",[1855.7358]
eü.,"[1583.0798,1479.1604]"
eü<65027>,"[767.6272,3391.7395,560.146]"
eü<65041>,"[1720.0491,967.8457,4024.0881,2023.9932,1856.1499,1823.981,9576.9434,1024.0264]"
eü<ctrl>,"[39223.5625,11201.657,536.2161,639.9807]"
eü<enter>,[3631.2566]
eü<shift_r>,"[1096.0942,2000.3887,1096.6799]"
eüh,[1343.1611]
eüo,"[1431.5259,663.0466]"
"f,<backspace>",[17967.7102]
"f,<space>",[343.7632]
f.<ctrl>,[832.4084]
f.<enter>,[1208.8662]
f.t,[1439.5928]
f13,[624.7109]
f<65027>m,"[520.5859,263.4849]"
f<65027>n,"[392.8018,263.9846]"
"f<65041>,",[416.3127]
f<65041>.,"[368.1492,423.3953,424.1709,703.8293]"
f<65041><ctrl>,"[343.9719,399.3882,1064.1443,368.0269]"
f<65041><tab>,[1135.3569]
f<65041>i,[1431.9578]
f<ctrl><alt>,[1055.8201]
f<ctrl>a,[80.2705]
f<ctrl>c,"[695.7075,640.1785,423.6672]"
f<ctrl>f,[3807.9841]
f<ctrl>s,[728.0388]
f<esc><alt>,[7327.3997]
f<esc><ctrl>,"[11072.48,1624.7278]"
f<space>1,"[775.8628,1383.6941]"
f<space><65027>,[8294.9087]
f<space><65041>,"[927.6692,1656.7651,2448.5793,951.95,472.5044,1129.0972,488.083,5585.1758,480.168]"
f<space><alt>,"[591.842,384.5498]"
f<space><ctrl>,[720.1836]
f<space><shift>,[560.7134]
f<space><shift_r>,"[464.9453,585.0288]"
f<space><space>,[719.9282]
f<space>a,"[880.3267,423.9187,351.9563]"
f<space>b,[3264.7034]
f<space>c,"[9631.6155,1023.5151]"
f<space>d,"[471.8171,759.7185,1095.5547,400.1951]"
f<space>e,[472.533]
f<space>g,[799.9778]
f<space>h,[936.7244]
f<space>i,"[519.2217,352.1052,495.6689,392.5127]"
f<space>l,[272.6182]
f<space>m,"[463.9102,464.0564,384.8347,384.0425]"
f<space>n,[1047.6677]
f<space>o,"[424.4739,552.0098,464.1228,927.6074]"
f<space>p,"[4856.4124,375.9333]"
f<space>r,"[344.075,368.2915,288.7615,615.6094,320.3267,296.0845,2632.6375,584.1228,255.8376]"
f<space>s,[952.0166]
f<space>t,"[288.356,263.6438,264.7344,320.4126,319.9399,335.9758,1936.241,816.1655,807.7834,399.8435,360.8137,391.5413,272.01,264.3818]"
f<space>w,"[6439.2263,463.9841,11361.8584,503.4417]"
f@<65041>,[384.0674]
fac,"[295.6829,335.2087,983.8779,288.7397]"
fal,"[239.8408,295.3242,551.3701]"
fat,[1007.8599]
fau,"[296.1509,280.0024]"
fda,"[487.8035,1144.012]"
fec,"[223.9355,288.1968,296.5642,264.4756,281.1873,319.9275,255.9595,224.123,296.5769,264.2158]"
fee,"[360.0227,311.3213]"
fel,[408.0361]
fen,[263.9609]
fer,"[272.3132,280.696,288.5593,319.8921,223.8967,439.5591,231.8511,263.8167,240.0979,247.8816,263.238,351.8892,368.5452,312.0811,240.3484,216.0652,232.6372,295.9277,256.5688,378487.8803]"
few,[304.1108]
ff.,[607.9141]
ff<ctrl>,"[1239.8757,896.324]"
ff<space>,[272.5938]
ffe,"[264.0784,319.5479,271.8965,415.8909,352.7065,368.3044,287.7864,304.4055,383.2322,328.062,271.4509,376.271,319.4136,423.9707,271.9446,431.4888,296.2427,256.7229,336.0449,336.719,336.3557,312.634,310.7856,344.6375,359.7527]"
fff,"[416.1384,367.4255,592.114,400.0867,455.9534,583.8455,884527.5196]"
ffi,"[360.5947,177.2896,239.9033,247.8279]"
ffo,"[464.1152,743.7119,415.9939,343.9502,271.6958,368.1423]"
fg<space>,[744.2959]
fgl,[879.9651]
fha,[680.1863]
fi<65041>,"[407.95,768.0911,599.9683]"
fic,"[312.7712,304.2976,239.8596,240.2654,216.0869,263.9321,510.7981,302.7654,456.7612,216.0652,287.55]"
fid,"[376.6943,920.6963]"
fie,"[296.4324,231.7131,255.572,360.135,176.0571,351.9409,310.4846]"
fil,"[191.6448,320.0471,480.0259,247.6943]"
fin,"[415.8579,377.3708,335.4927,272.5623]"
fir,"[328.4553,247.8171,328.5876,312.0427,288.5029,279.7344,255.469,351.7244,317.2957,279.9121]"
fit,"[216.5342,223.3916,328.5366,271.9875]"
fiw,[408.0767]
fle,"[408.7556,303.7192]"
fli,[543.4451]
flo,"[336.1252,383.8755,680.1829]"
flu,[423.8728]
fmo,[351.7678]
fn<65041>,[328.2151]
fn<space>,[2561.0432]
fo<65041>,"[471.8081,368.3804]"
foc,"[223.9797,647.8083,311.8733,295.8857,312.5042,344.5422]"
fol,"[319.8477,295.718]"
for,"[288.1274,367.2212,247.7866,664.8005,223.5039,255.9724,376.4185,271.5173,183.6025,248.3586,343.606,287.7727,312.1189,224.1384,184.1909,311.6472,183.8486,273.1836,224.0999,200.2861,248.4558,215.7607,208.0427,207.77,335.6958,183.9409,239.8062,223.875,279.8135,247.866,175.3894,192.0791,200.1375,207.9626,263.8931,247.4158,280.1255,183.5723,184.0286,255.9856,208.0891,232.2964,264.1179]"
fou,"[167.7004,671.5837,199.9448]"
fpo,[679.9292]
fr<65041>,"[560.3542,552.0918,752.0269]"
fre,"[399.7002,575.9785]"
frk,"[695.7571,368.5442,392.0049,439.9253]"
fro,"[295.9868,231.894,192.5261,239.5925]"
fs<65041>,[415.9885]
fs<space>,"[415.9355,391.916]"
fss,[535.9399]
ft.,[312.1899]
ft<65027>,"[200.5276,1104.042]"
ft<space>,"[239.5815,1295.6257,360.2837]"
fte,"[231.8381,248.1599,208.1343,167.9922,168.1299,199.9387,200.1101]"
ftm,[479.9465]
ful,"[287.7888,215.6934,255.5239,279.45,263.8115,311.981,320.2263,296.0837,239.9875,376.5679,232.0464,247.8589,479.887,247.2844,232.1602]"
fun,"[231.4202,399.7615,248.5574,704.0735,295.7969,280.2634]"
fur,"[352.4297,431.7715,271.6174]"
fut,[344.5815]
fy<space>,[367.9712]
füh,"[383.9397,424.8103,383.4756]"
für,"[343.7798,456.2632,200.2979,295.7371]"
"g,<65041>",[1096.1289]
"g,<space>","[264.03,368.2986]"
"g.,",[752.2034]
g.<65041>,"[680.0908,951.803,16256.0088]"
g.<space>,[632.0837]
g<65027>d,"[792.2942,440.2734,367.9109,624.0525]"
g<65027>r,[816.1931]
g<65027>s,[272.1248]
g<65041>.,"[416.0374,319.8062,359.7971,375.3489,504.0137,384.2546,751.5684,431.8997,479.7688,679.7878]"
g<65041><ctrl>,"[600.3318,704.0085,520.5015,351.3691,327.8398,410.3176,2464.002,720.5007,1248.0171,1664.3259,752.0049,559.8025]"
g<65041><esc>,[3408.0632]
g<65041><space>,[1295.7612]
g<65041>e,[1183.8108]
g<65041>k,[343.7397]
g<alt><tab>,[744.0264]
g<ctrl><ctrl>,[960.3545]
g<ctrl><shift>,[647.8203]
g<ctrl>a,[1128.4399]
g<ctrl>c,[655.7048]
g<ctrl>s,"[775.9919,320.2261,648.3989]"
g<ctrl>u,[1831.2839]
g<ctrl>v,"[415.9514,799.7427]"
